orders_id	First product_name
29109778	Buffalo Wings
29109779	Frank's Works Pizza
29109780	Dinner for 6 for $27.61
29109781	Cheese Pizza
29109782	Chicken Parmesan Pasta
29109783	Chicken & Cheese Stromboli
29109784	"6. Steak, Cheese, Onion, Mushroom & Pepper Sub"
29109785	Cheese Pizza
29109786	Chicken Cutlet Grinder
29109787	Cheese Pizza
29109788	Meat Stromboli
29109789	Chicken Boneless Wings
29109790	Traditional Red Cheese Pizza
29109791	One X-Large Cheese Pizza with One Topping for Only $10.99
29109792	Calzone with Three Toppings
29109793	Cheese Pizza
29109794	Cheese Pizza
29109795	Cheesy Bread
29109796	Cheese Pizza Slice
29109797	Breadsticks
29109798	Build Your Own Pizza
29109799	Cheesecake
29109800	Cheese Pizza
29109801	Buffalo Wings
29109802	Plain Chicken Wings
29109803	Joes Supreme Pizza
29109804	Cheese Pizza
29109805	Cheese Pizza Slice
29109806	Family Salad
29109807	Caprese Pizza
29109808	Chicken Fingers
29109809	2 Medium Pizza with One Topping Special
29109810	Burrito Bowls
29109811	Cheese Pizza
29109812	Genoa Pizza
29109813	Traditional Red Cheese Pizza
29109814	Chicken Tenders
29109815	Boneless Buffalo Chicken Strips
29109816	Chicken Box
29109817	Cheese Pizza
29109818	Calzone
29109819	Cheese Pizza
29109820	Cheese Pizza
29109821	Arugula Pear Salad
29109822	Coloradough Wings
29109823	California Cheesesteak Sandwich
29109824	Plain Cheese Pizza
29109825	Chicken Fajita Quesadilla
29109826	Cheese Pizza
29109827	Regular Cheese Pizza
29109828	White Spinach Pizza
29109829	Mediterranean Pizza
29109830	Italian Sausage Sub
29109831	Four Toppings Pizza
29109832	Baklava
29109833	Chicken Fingers
29109834	French Fries
29109835	Large Cheese Pizza Monday Special
29109836	Bacon Cheese Fries
29109837	Gyro Wrap
29109838	Brooklyn Grandma Pizza
29109839	Chicken Parm
29109840	Plain Cheese Pizza
29109841	Chicken Parmesan Pasta
29109842	Cheese Pizza
29109843	Ameci Chopped Salad
29109844	House Salad
29109845	Cheese Pizza
29109846	BBQ Chicken Pizza
29109847	Cheese Pizza
29109848	Neapolitan Thin Cheese Pizza
29109849	Thin Crust Cheese Pizza
29109850	Breadsticks
29109851	One Topping Cheese Pizza
29109852	Bone In Wings
29109853	Classic NY Cheese Pie
29109854	Antipasto Salad
29109855	Cream of Crab Soup
29109856	Buffalo Fingers
29109857	Caesar Salad
29109858	"Ham, Cheese, Salami & Cappicola Sub"
29109859	Cheese Pizza
29109860	Chicken Parmigiana Pizza
29109861	Buffalo Wings
29109862	Plain Cheese Pizza
29109863	Cheese Pizza
29109864	House Salad
29109865	Extra Large 2 Topping Pizza with Cheesy Bread for Only $15.99
29109866	2 Large Cheese Pizzas For $18.99
29109867	X-Large Cheese Pizza Pick Up Special For Only $10.49
29109868	Florentine Pizza
29109869	$2 OFF Any 14'' Pizza
29109870	Cheese Pizza
29109871	Chicken Parmigiana Sandwich
29109872	"Two Medium Pizzas with Two Topping , 14 Wings, Garlic Bread & 2 Liter Bottle Soda For $35.99"
29109873	Curly Fries
29109874	Brownies
29109875	All Meat Pizza
29109876	Breaded Mushrooms
29109877	Cheese Pizza
29109878	Pan Seared Salmon
29109879	Buffalo Chicken Sub
29109880	Cheese Pizza
29109881	Antipasto Salad
29109882	Two Pasta Dinners & Two Cheesesteaks For Only $ 33.99
29109883	Cheese Pizza
29109884	Cheese Burger
29109885	Chicken Alfredo Penne
29109886	Cheese Pizza with Two Toppings
29109887	Garlic Bread
29109888	Chicken BBQ Pizza
29109889	Cheese Pizza
29109890	Custom Whole Pie
29109891	Chicken Rice Soup
29109892	Cable Car Pizza
29109893	Breadsticks
29109894	Caesar Salad
29109895	"Any Large Grinder, Personal Fries & Can of Soda"
29109896	Cheese Pizza
29109897	Chicken Breast Hoagie
29109898	Perry's Ice Cream
29109899	Soft Drink
29109900	Cheese Pizza
29109901	Cheese Pizza
29109902	Cheesesteak
29109903	Cheese Pizza
29109904	Mozzarella Sticks
29109905	Cheese Pizza
29109906	Two Topping Pizza
29109907	Fresh Tossed Salad
29109908	Chicken Alfredo
29109909	Caesar Salad
29109910	Build Your Own Pizza
29109911	Antipasto Salad
29109912	Buffalo Wings
29109913	Chicken Tenders
29109914	Cheese Pizza
29109915	Antipasto Salad
29109916	Two Toppings Pizza Pick Up
29109917	Italian Stallion Sub
29109918	Create Your Own Calzone
29109919	Build Your Own Stromboli
29109920	C. The College Burger
29109921	Garlic Bread
29109922	Bacon Cheddar Burger
29109923	Cheese Pizza
29109924	Medium Cheese Pizza & 12 Wings Special
29109925	Cheese Pizza
29109926	"8"" Sub, 6 Buffalo Wings, Fries & Soda"
29109927	#8 Grinder Hoagie
29109928	Buy Any Specialty Pizza at 25% OFF Monday Special
29109929	Thin Crust Pizza
29109930	Greek Feta Pizza
29109931	Bone In Wings
29109932	Cheeseburger Sub
29109933	Chicken Marsala
29109934	French Fries
29109935	Cannoli
29109936	Brothers Special Pizza
29109937	Mozzarella Sticks
29109938	Goodtimes Combo Pizza
29109939	Bacon Cheese Burger Deluxe
29109940	Build Your Own Cheese Pizza
29109941	Cheesesteak Stromboli
29109942	All Meat Pizza
29109943	Cheese Pizza
29109944	Build Your Own Salad
29109945	Taco Pizza
29109946	Chicken Cutlet Parmigiana Sub
29109947	Crispy Chicken Caesar Salad
29109948	Calzone
29109949	Cheese Pizza
29109950	Chicken Bacon Ranch Calzone
29109951	Grilled Chicken Pizza
29109952	Mac & Cheese  Pizza with Buffalo Chicken
29109953	Ultimate Pizza Combo
29109954	New York Thin Crust Cheese Pizza
29109955	French Fries with Melted Mozzarella
29109956	Create Your Own Cheese Giant Pizza Slice
29109957	Cheese Pizza
29109958	17. Ziti Baked
29109959	Buffalo Wings
29109960	Chicken Cheese Steak Hoagie
29109961	Seniore's Special Pizza
29109962	Bruschetta
29109963	Original Gluten Free Pizza
29109964	Cheese Pizza
29109965	Chicken Alfredo Pasta
29109966	All Meat Pizza
29109967	Caprese Salad
29109968	Cheese Pizza
29109969	Chicken Parmesan
29109970	Chicken Breast Hoagie
29109971	Buffalo Wings
29109972	Fresco Special Pizza
29109973	Baked Lasagna
29109974	Family Deal For $35.99
29109975	NY Style Pizza
29109976	"Large 16"" Cheese Pizza & 10 Wings Special"
29109977	Cannoli
29109978	Assorted Cheesecakes
29109979	Gluten Free Cheese Pizza
29109980	Chocolate Cake
29109981	"12"" Personal Cheese Pizza"
29109982	1.Classic Cheese Pizza
29109983	Plain Cheese Pizza
29109984	Chicken Ranch Pizza
29109985	Pizza Milanese
29109986	Spaghetti with Grilled Chicken
29109987	Bruschetta
29109988	Any Toppings Pizza
29109989	Antipasto Salad
29109990	Build Your Own Pizza
29109991	Chicken Primavera Pizza
29109992	Buffalo Wings
29109993	Antipasto Salad
29109994	Neapolitan Cheese Pizza
29109995	Cheese Pizza
29109996	Chicken Fingers with Fries
29109997	White Pizza
29109998	Family Fettuccine Alfredo
29109999	Cheese Pizza
29110000	Fries
29110001	Chicken Alfredo Pasta
29110002	Breadsticks with Sauce
29110003	Buffalo Wings
29110004	Happy Wings
29110005	Pad See Ew Noodles
29110006	Cheese Pizza
29110007	Cheese Pizza
29110008	Build Your Own Pizza
29110009	Buffalo Chicken Calzone
29110010	"#1 Ham, Salami, Pepperoni & Provolone Stromboli"
29110011	Caesar Salad with Grilled Chicken Breast
29110012	Buffalo Chicken Wings
29110013	Cheese Pizza
29110014	Fried Calamari
29110015	Thin Crust Cheese Pizza
29110016	Margherita Pizza
29110017	Chicken Fettuccine Alfredo
29110018	Pizza of the Gods
29110019	Caesar Salad
29110020	Baked Spaghetti
29110021	Jerry's Famous Fries
29110022	Baked Beef Tortellini
29110023	Monster Pizza
29110024	Cheese Pizza
29110025	"16"" Thin Crust Pizza with One Topping Monday Special"
29110026	Cheese Bread
29110027	Sicilian Pizza
29110028	Athens Salad
29110029	1. Steak with Cheese
29110030	Baklava
29110031	Antipasto Salad
29110032	Mozzarella Pizza
29110033	BBQ Rib Tipz
29110034	Stuffed Crust Cheese Pizza with One Topping
29110035	Chicken Cheesesteak Sub
29110036	Family Special
29110037	Fried Calamari
29110038	Chicken Wings
29110039	Kid's Cheese Pizza
29110040	Kids Penne Vodka
29110041	Chicken Parmigiana
29110042	Gramercy Pizza
29110043	Chicken Cheesesteak Hoagie Sandwich
29110044	Falafel Hummus Wrap
29110045	Buffalo Wings
29110046	Cheese & Tomato Sauce Pizza
29110047	Cheese Cake
29110048	Chicken Fingers
29110049	Cheese Fries
29110050	Bambino's Deluxe Pizza
29110051	Linguine Bianco
29110052	Caprese Salad
29110053	Chicken Wings
29110054	Gramercy Pizza
29110055	Traditional Cheese Pizza
29110056	Breadsticks
29110057	Dinner for Two Special for $19.99
29110058	Veggie Pizza
29110059	White Pizza
29110060	Cheese Pizza
29110061	Pizza Roll
29110062	All Meat Pizza
29110063	BLT Sub
29110064	Buffalo Wings
29110065	Cheese Pizza
29110066	Gyro Dinner
29110067	Jumbo Buffalo Wings
29110068	Grilled Chicken Stromboli
29110069	Cheese Pizza
29110070	Baked Penne
29110071	Chicken Tenders Meal
29110072	Old Fashioned Tomato Pie
29110073	Elicia's Anti-Veggie Pizza
29110074	Grilled Chicken Salad
29110075	Bone In Wings
29110076	Green Salad
29110077	Traditional Cheese Pizza
29110078	Chocolate Cake
29110079	Cheese Pizza
29110080	Baklava
29110081	Boneless Chicken Wings
29110082	Garlic Knots
29110083	Cheese Burger
29110084	Cheese Pizza
29110085	Garlic Bread with Cheese
29110086	Cheese Steak Hoagie
29110087	Chicken Marsala
29110088	Mozzarella Sticks
29110089	Traditional Cheese Pizza
29110090	Appetizer Trio
29110091	Mamma Mia Pizza
29110092	Italian Cold Cut Combo Grinder
29110093	Chicken Cutlet Hero
29110094	Chicken Parm Pasta
29110095	Caesar Salad
29110096	Bacon Cheese Burger Pizza
29110097	Chicken Pizza
29110098	Cheese Pizza
29110099	Bill's Wings
29110100	Red Pie
29110101	Chicken Finger Platter
29110102	Eggplant Wrap
29110103	Potato Wedge Fries
29110104	Goodfella's Specialty Pizza
29110105	X-Large Cheese Pizza & 20 Wings Special
29110106	Cheese Pizza
29110107	Corn Nuggets
29110108	Pizza Roll
29110109	Hand Tossed Cheese Pizza
29110110	Baked Lasagna
29110111	Cheese Pizza
29110112	Buffalo Wings
29110113	Build Your Own Cheese Pizza
29110114	Chocolate Cake
29110115	Pistachio Ravioli
29110116	Burning Love Wings
29110117	"Two Super Large Pizza with Two Toppings, Garlic Knots & Marinara"
29110118	Cheese Pizza
29110119	Breadsticks with Dipping Sauce
29110120	Cheese Pizza
29110121	Antipasto Salad
29110122	Garlic Combination Pizza
29110123	Corn Nuggets
29110124	Cheese Stix
29110125	Cheesesteak Stromboli
29110126	Garlic Knots
29110127	The Work's Pizza
29110128	Buffalo Chicken Salad
29110129	"18'' One Topping Pizza, Any Appetizer, Zeppole & 2 Liter Soda"
29110130	Buffalo Wings
29110131	House Salad
29110132	Chicken Wings
29110133	Grilled Chicken Calzone
29110134	Regular Cheese Pizza
29110135	Corn Nuggets
29110136	Garlic Bread
29110137	Cheese Pizza
29110138	Classic Caesar Salad
29110139	Caesar Salad
29110140	Cheesesteak
29110141	BLT Sandwich
29110142	Chicken Caesar Salad
29110143	Brothers BBQ Chicken Sandwich
29110144	Garlic Rolls
29110145	Chicken Wings
29110146	Cheese Pizza
29110147	Cheese Bread
29110148	Johnny's Salad
29110149	Calzone
29110150	Cheese Pizza
29110151	Beef & Lamb Gyro
29110152	Chicken Parmesan
29110153	Soda
29110154	Chicken Cordon Bleu Calzone
29110155	"Fresh Fried Dough ""Bites"""
29110156	Brussels Sprout Pizza
29110157	Cheese Pizza
29110158	Traditional Crust Cheese Pizza
29110159	Double Cheese Burger
29110160	Medium Cheese Pizza & 10 Wings Special
29110161	French Fries
29110162	Central Park Salad
29110163	Bruschetta
29110164	BBQ Chicken Pizza
29110165	Chicken Marsala
29110166	Thin Crust One Topping Pizza
29110167	New York Thick Crust Pizza
29110168	Cheesesticks
29110169	Family Feast Special
29110170	Brick Ovens Chicken Finger Calzone
29110171	Chicken Caesar Salad
29110172	Mac & Cheese Bites
29110173	Pasta with Meatballs
29110174	Buffalo Wings Platter
29110175	Antipasto Salad
29110176	Breadsticks with Marinara Sauce
29110177	All Meat Calzone
29110178	Cheese Pizza
29110179	Cheese Pizza
29110180	Chicken Bacon Ranch Sub
29110181	Cheesesteak Stromboli
29110182	Fish Grinder
29110183	Chicken Finger Sub
29110184	Buffalo Chicken Wings
29110185	Buffalo Wings
29110186	Chicken Fingers
29110187	Boneless Wings
29110188	Plain Cheese Pizza
29110189	Chicken Wings Special
29110190	Spaghetti & Sausage Links
29110191	Cheese Pizza
29110192	Cheese Pizza
29110193	Cheese Pizza
29110194	Two Large Two Topping Pizzas & a Free 2 Liter Soda For $25
29110195	Cheese Pizza with One Topping
29110196	Hand Tossed Cheese Pizza
29110197	Steak Stromboli
29110198	"14'' One Topping Cheese Pizza, 6 Rolls & Small Salad for $16.99"
29110199	Build Your Own Pasta
29110200	Cheese Pizza
29110201	Cheese Pizza
29110202	Boneless Chicken Wings
29110203	New York Style Cheese Pizza
29110204	Chicken Parmesan Dinner
29110205	Apple Pie
29110206	The Goat Pizza
29110207	"18 Thin Crust 1-Topping Pizza, 20 Boneless Wings & 2 Liter Soda For 32.99"
29110208	Cheese Pizza
29110209	Antipasto Salad
29110210	Thin Crust Cheese Pizza
29110211	Bread Rolls
29110212	Boneless Wings
29110213	Chicken Parmesan
29110214	Tomato Pizza
29110215	Build Your Own Pizza
29110216	Create Your Own New York Pizza
29110217	Arts Special Thin Crust Pizza
29110218	Italian Steak Sandwich
29110219	Boneless Wings
29110220	Cheese Calzone
29110221	Haddock Dinner
29110222	Build Your Own Pizza
29110223	Two Medium 14'' One Topping Pizzas for $15.99
29110224	#13 Sicilian Pizza
29110225	Buffalo Chicken Pizza
29110226	Plain Cheese Pizza
29110227	Boneless Wings
29110228	Chicken Parm Hero Monday Special
29110229	Meat Lover's Pizza
29110230	Chicken Finger Sub
29110231	Chicken Cutlet Grinder
29110232	Cheese Pizza
29110233	#8.Family Special for $28.99
29110234	Buffalo Chicken Pizza
29110235	Chicken Stromboli
29110236	Chicken Caesar Sandwich
29110237	Cheese Calzone
29110238	Boneless Wings
29110239	Carrot Cake
29110240	Cheeseburger Sub
29110241	Italiano Sub
29110242	Deluxe Pizza
29110243	20th Anniversary Special
29110244	Sporkie Pizza
29110245	6. Gluten-Free Pizza
29110246	Chicken Alfredo Pasta
29110247	Cheese Pizza
29110248	Deluxe Pizza
29110249	Chicken Hero
29110250	Large Square Pizza with One Topping Special
29110251	Fresco Salad
29110252	Chicken Fingers with Fries
29110253	Buffalo Bites
29110254	Mozzarella Sticks
29110255	King's Feast Pizza
29110256	Medium Two Topping Pizza & 6 Boneless Wings for $16.49
29110257	Chicken Aristocrat
29110258	Build Your Own Cheese Pizza
29110259	Meat Lovers Calzone
29110260	Bread Sticks
29110261	Baked Ziti
29110262	Build Your Own Cheese Pizza
29110263	House Salad
29110264	Caesar's Special Pizza
29110265	Martinellis Pasta
29110266	Corn Nuggets
29110267	Italiano Pizza
29110268	Italian Sub
29110269	Brew City Fries
29110270	Hot Wings
29110271	French Fry Basket
29110272	Soda Carry Out Only
29110273	Pepperoni Pizza
29110274	Buffalo Wings
29110275	Cheesecake
29110276	Garlic Bread with Cheese
29110277	Build Your Own Pizza
29110278	Grilled Chicken Cobb Salad
29110279	Nona Pizza
29110280	All Meat Pizza
29110281	Tomato Sauce & Cheese Pizza
29110282	Steak Stromboli
29110283	Buffalo Wings
29110284	Cheese Pizza
29110285	Chef Salad
29110286	Greek Salad
29110287	Garlic Bread
29110288	Cheeseburger Grinder
29110289	Cheese Pizza
29110290	Baked Ziti
29110291	Chicken Wings
29110292	Buffalo Chicken Wrap
29110293	Hand Tossed Cheese Pizza
29110294	Buffalo Wings
29110295	BLT Grinder
29110296	Cheese Pizza
29110297	Cheese Pizza with One Topping
29110298	Chopped Salad
29110299	Create Your Own One Topping Pizza
29110300	Eggplant Parmigiana
29110301	Buffalo Chicken Sub
29110302	Nathan's Mighty Nachos
29110303	Cheese Pizza
29110304	Garden Salad
29110305	Alfredo Pizza
29110306	Buffalo Chicken Pizza
29110307	Rotini Santa Lucia
29110308	Deluxe Pizza
29110309	Classic Cheese Pizza
29110310	Cheeselovers Pizza
29110311	Boneless Wings
29110312	All Meat Pizza
29110313	Garden Salad
29110314	Cheese Pizza
29110315	Bruschetta
29110316	Italiana Pizza
29110317	Soda
29110318	Broccoli & Cheddar Poppers
29110319	Chicken Alfredo
29110320	Chicken Wings
29110321	Round Regular Cheese Pizza
29110322	Cheese Pizza
29110323	Apple Pie
29110324	Neopolitan Style Cheese Pizza
29110325	Chicken Parmigiana Hero
29110326	Build Your Own Pizza
29110327	Castello's Fettuccine
29110328	King's Feast Pizza
29110329	Cheese Pizza
29110330	Steak Stromboli
29110331	Cheese Pizza with One Topping
29110332	3-Topping Pizza
29110333	Garlic Knots
29110334	Alfredo White Pizza
29110335	Ground Beef Pizza
29110336	2 Large Cheese Pizzas For $16.95
29110337	Chicken Parm Calzone
29110338	Baked Ziti
29110339	Baked Ziti
29110340	The Work's Pizza
29110341	Mozzarella Sticks
29110342	Spinach & Artichoke Calzone
29110343	Buona Pizza
29110344	2 Cheesesteaks & 10 Fresh Wings For $19.99
29110345	BBQ Wings
29110346	Build Your Own Cheese Pizza
29110347	Cheese Pizza Slice
29110348	Cheese Ravioli
29110349	Cheese Garlic Bread
29110350	Caesar Salad
29110351	Capri Special Pizza
29110352	Chicken Parmigiana
29110353	Chicken Parmigiana
29110354	Jumbo Wings
29110355	Cheese Pizza
29110356	Lamb & Beef Gyro
29110357	Primal Rage Pizza
29110358	Two Large Pizzas with Two Toppings Each & One 2 Liter Bottle Of Soda For Only $24.99
29110359	Carrot Cake
29110360	Calzone
29110361	"16"" Large Cheese Pizza Monday & Tuesday Pick Up Special"
29110362	Cheese Fries
29110363	Cheese Pizza Slice
29110364	Dinner Special For $24.99
29110365	Cheese Bread
29110366	Lasagna
29110367	Calamari
29110368	Cheese Pizza
29110369	Garlic Bread
29110370	Nonnas Salad
29110371	Cheese Pizza
29110372	Bread Sticks with Cheese
29110373	Build Your Own Chicago Style Deep Dish Pizza
29110374	Assorted Sub
29110375	Baked Ziti
29110376	Cheese Pizza
29110377	Cheese Pizza
29110378	Chicken Nuggets
29110379	Cheese Breadsticks
29110380	#2 Anytime Special
29110381	All White Fried Chicken
29110382	Breaded Wings
29110383	Little Italy Pizza
29110384	Caesar Salad
29110385	Hearty Bacon Supreme Pizza
29110386	Hardtail Mega Pizza Slice
29110387	Broccoli Rabe with Sausage
29110388	Cheesy Pesto
29110389	Fettuccine Alfredo
29110390	The Southwest
29110391	Chicken Wings
29110392	"Ham, Salami & Provolone Sub"
29110393	Cheese Steak Stromboli
29110394	Chicken Wings
29110395	Cheese Pie
29110396	Chicken Caesar Salad
29110397	Red Pizza
29110398	Beef Shawerma
29110399	Garlic Bread
29110400	Lorna Luft Chopped Salad
29110401	Breadsticks
29110402	Cheese Pizza
29110403	Buffalo Wings
29110404	Carnivore Pizza
29110405	Seafood Penne
29110406	French Fries
29110407	Cheese Pizza
29110408	Build Your Own Hand Tossed Cheese Pizza
29110409	Fettuccine Alfredo
29110410	"12'' Sub, French Fries & 12 oz. Can of Soda"
29110411	Stuffed Ravioli
29110412	Buffalo Chicken   Cheese  Steak
29110413	#1 Cheese Pizza Slice with Drink Combo
29110414	Build Your Own Pizza
29110415	King's Feast Pizza
29110416	Chicago Style Cheese Pizza
29110417	Fettuccini Alfredo
29110418	Pollo Parmigiana
29110419	Margherita Pizza
29110420	Cheese Pizza
29110421	Greek Salad
29110422	Chicken Pesto Pasta
29110423	Chicken Bacon Ranch Calzone
29110424	Garlic Bread with Cheese
29110425	Chicken Napolitano Sub
29110426	Garlic Rolls
29110427	Lasagna
29110428	Ghirardelli Pizza
29110429	Boneless Wings
29110430	Buffalo Wings
29110431	Pepperoni & Sausage Pizza
29110432	Cheese Breadsticks
29110433	Large Cheese Pizza with Three Toppings Monday Special
29110434	Caesar Salad
29110435	Any Large Specialty Pizza & Cheese Bread for Only $25.00
29110436	Cheese Pie
29110437	Pasta with Sweet Italian Sausage
29110438	Cheese Pizza
29110439	Cheese Pie
29110440	Cheese Pizza
29110441	Cheese Pizza
29110442	Cheese Pizza
29110443	Chef's Salad
29110444	Cheese Pie
29110445	Mozzarella Cheese Pizza
29110446	Meatball Grinder
29110447	Philly Double Trouble Cheesesteak
29110448	Cheese Pizza
29110449	Sicilian Deep Dish Square Cheese Pizza
29110450	Chicken Cacciatore
29110451	Fries
29110452	Mixed Chicken & Lamb Over Rice
29110453	Cheese Pizza
29110454	Chicken Caesar Wrap
29110455	Buffalo Wings
29110456	Hawaiian Pizza
29110457	Philly Cheesesteak Pizza
29110458	Artisan Cauliflower Pizza
29110459	Cheese Pizza
29110460	Cajun Style Spicy Wings
29110461	Vs Three Meat Pizza
29110462	Cheese Pizza
29110463	Cheese Pizza
29110464	BBQ Chicken Pizza
29110465	Lasagna
29110466	Antipasto Salad
29110467	BBQ Chicken Pizza
29110468	Roasted Garlic Chicken Alfredo Pizza
29110469	Fish & Chips
29110470	Fettuccine Alfredo
29110471	Chicken Bacon Ranch Pie
29110472	King Arthur's Supreme Pizza
29110473	Manager's Special For $26.58
29110474	Garlic Bread with Cheese
29110475	Rosie Pizza
29110476	Tiramisu
29110477	Create Own Cheese Pizza
29110478	Hand Tossed Cheese Pizza
29110479	Chicken Fingers
29110480	Cheese Pizza
29110481	Boneless Wings
29110482	Gluten Free Meat Lovers Pie
29110483	Family Special with Zeppolis
29110484	Chicken Bacon Ranch Pizza
29110485	Build Your Own Cheese Pizza
29110486	Cheesesteak with Spinach & Garlic
29110487	Create Your Own Pizza with Five Different Toppings for Free
29110488	Chicken & Tenders
29110489	Supreme Pizza
29110490	Burrata Tre Colore
29110491	Cajun Spiced Perch Dinner
29110492	Cheese Pizza
29110493	Cheese Pizza
29110494	Jumbo Wings
29110495	Cheese Pie
29110496	Apple Harvest Salad
29110497	Cheesy Pasta Pizza
29110498	Pepperoni Paradise Pizza
29110499	Chicken Parmesan Grinder
29110500	Cheese Stix
29110501	Cheese Pizza with One Topping
29110502	Extra Cheese Pizza
29110503	Alfredo Pasta
29110504	Pepperoni & Cheese Stuffed Bread
29110505	Pasta Combo
29110506	Sausage Pizza
29110507	Chicken Wings
29110508	Carrot Cake
29110509	Greek Salad
29110510	Broccoli Cheddar Bites
29110511	Chicken Wings
29110512	Greek Salad
29110513	Carrot Cake
29110514	Lasagna
29110515	Uptown Special Stromboli
29110516	Baked Meat Ravioli
29110517	Chicken Club Sandwich
29110518	Cheese Pizza
29110519	Doda's Special Pizza
29110520	Buffalo Chicken Wrap
29110521	Regular Pie
29110522	Pasta with Alfredo
29110523	Chocolate Cake
29110524	Cheese Pizza
29110525	Any Medium Pizza for $10.99
29110526	Fried Calamari
29110527	Create Your Own Cheese Pizza
29110528	Original Thick Crust Cheese Pizza
29110529	Beet Salad
29110530	Create Your Own Pizza
29110531	XX-Large Cheese Pizza Pick Up Special
29110532	XX-Large One Topping Pizza Pick Up Special
29110533	Bacon Jalapeno Cheese Fries
29110534	Calzone with One Topping
29110535	Cheese Pizza
29110536	Cheese Pizza
29110537	Two Large Two Topping Pizzas Special
29110538	Buffalo Wings
29110539	Build Your Own Pizza
29110540	Calzone
29110541	Caesar Salad
29110542	All Meat Pizza
29110543	Chicken Fingers
29110544	Cheese Curds
29110545	One Topping Pizza
29110546	Greek Salad
29110547	Buffalo Chicken Pizza
29110548	Wheat Crust Cheese Pizza
29110549	Chicken Parmigiana
29110550	Craft Your Own Pizza
29110551	Antipasto Salad
29110552	Chicken Caesar Wrap
29110553	Cheese Pizza
29110554	Create Your Own Pizza
29110555	Bacon & Cheese Burger
29110556	Chicken Broccoli Alfredo Pasta
29110557	Baked Three Cheese Ravioli
29110558	Cannoli Pizza Cone
29110559	Spicy Baked Wings
29110560	Hand Tossed New York Thin Crust Pizza
29110561	Brownie
29110562	Garlic Bread
29110563	Chicken Fingers
29110564	Chicken Bacon Ranch Pie
29110565	Chicken Wings
29110566	Two Large Pizzas with One Topping for $20.99
29110567	Chicken Alfredo Pasta
29110568	Chicken Wings
29110569	Breadsticks with Cheese
29110570	Mozzarella Fries
29110571	Melisa's Spinach Salad
29110572	Breadeaux Super Special Pizza
29110573	Cheese Bread
29110574	Classic Pepperoni Pizza
29110575	French Fries with Cheddar Cheese
29110576	Chicken Caesar Salad
29110577	Cheezy Bread
29110578	Cheese Pizza
29110579	Chicken Leg by Piece
29110580	New York Cheese Pizza
29110581	Crispy Chicken Wrap
29110582	Buffalo Chicken Pizza
29110583	Combo Pizza
29110584	Caesar Salad with Chicken
29110585	Wheat Crust Cheese Pizza
29110586	Family Combo 1
29110587	Buffalo Wings
29110588	Spaghetti with Meatballs
29110589	Hand Breaded Chicken Breast Sandwich
29110590	All Meat Pizza
29110591	Cheeseburger Deluxe
29110592	Chicken Fingers
29110593	Cheese Garlic Toast
29110594	Hellfire Pizza
29110595	Chicken Fingers
29110596	Hole in One Vegetarian Pizza
29110597	"#2. 14'' Pizza with Two Toppings, 12 Wings & Free 2 Liter Soda For $22.99"
29110598	Garlic Knots
29110599	Vegan Pizza
29110600	Butter Chicken
29110601	16 oz. Snapple Products
29110602	Cheese Fries
29110603	Cheeseburger
29110604	Greek Pizza
29110605	Cheese Pizza Slice
29110606	Plain Salad
29110607	Fettuccine Alfredo
29110608	Pizza Lovers Special for $20.99
29110609	Apple Harvest Salad
29110610	Garlic Knots
29110611	Funnel Cake
29110612	Garlic Knots
29110613	Garlic Bread with Cheese
29110614	Caesar's Romaine Salad
29110615	Double Dough Pizza
29110616	Pasta with Alfredo Sauce
29110617	Cheesecake
29110618	Breaded Mushrooms
29110619	#3. 14'' Pizza with Two Toppings & 10 Pieces Wings Special
29110620	Chicken Francese Pizza
29110621	Garlic Knots
29110622	Create Your Own Cheese Pizza with One Topping
29110623	Buffalo Wings
29110624	Bavarian Hot Pretzel Sticks
29110625	All Meat Calzone
29110626	Whole Pie
29110627	Garlic Cheese Bread
29110628	Buffalo Wings
29110629	Buffalo Chicken Finger Calzone
29110630	Monster Special
29110631	Supreme Pizza
29110632	Breadsticks
29110633	4 Cheesesteaks Sandwiches & 2 Liter Soda For $28.99
29110634	Greek Salad
29110635	Balsamic Chicken Salad
29110636	Philly Cheesesteak Sandwich
29110637	Buffalo Wings
29110638	Jumbo Wings
29110639	Garlic Bread
29110640	Club Hoagie
29110641	Gyros
29110642	Breadsticks
29110643	Cheese Bread
29110644	Buffalo Wings
29110645	2 Liter Soda
29110646	Bread Sticks
29110647	Chicken Jordan
29110648	Cheese Pizza
29110649	Classic Stromboli Sub
29110650	Chicken Parmigiana with Spaghetti
29110651	Bosco Sticks
29110652	BBQ Chicken Pizza
29110653	Alpine Bread Stix
29110654	Combination Pizza
29110655	Cheese Pizza
29110656	Garlic Chicken Sub
29110657	Falafel Plate
29110658	Cheese Pizza
29110659	Greek Pizza
29110660	16'' One Topping Pizza & 20 Wings for $28.99
29110661	Crispy Chicken Salad
29110662	Cheese Pizza
29110663	Fries
29110664	Beef Ravioli
29110665	Bacon Chicken Focaccia Sandwich
29110666	Fettuccine Alfredo with Shrimp
29110667	Cheesesteak
29110668	Create a Cheese Pizza
29110669	Four Friends Pizza
29110670	BBQ Wings
29110671	Calzone Classico
29110672	Cheese Pizza
29110673	Mozzarella Cheese Pizza
29110674	Cheese Fries
29110675	Baked Clams
29110676	Cheesy Bread
29110677	Chicken Fingers
29110678	Chicken Patty Sandwich
